query_position,validation_index,shuffled_source_index,wrong_molecule_source_index,wrong_molecule_distance
4538,41288,36006,19799,14.188038
4539,5803,6904,18995,5.314384
4540,40626,42455,5267,14.398321
4541,18956,26629,10136,21.817923
4542,1591,15804,22510,14.931607
4543,198,36583,35703,12.715664
4544,10472,28639,16173,15.408009
4545,20057,45541,21234,9.723076
4546,44299,43122,4010,20.198936
4547,8291,15559,20478,20.20535
4548,719,29757,25600,26.293463
4549,16448,45435,46108,11.920626
4550,10966,4600,47168,19.57275
4551,34162,30912,47210,19.834406
4552,30346,29012,7266,7.3898487
4553,34578,22775,24534,10.57027
4554,4495,49068,15625,22.84063
4555,13579,12739,28120,13.205981
4556,2527,12165,33701,14.246286
4557,26875,9276,3751,19.852907
4558,3590,16585,36471,22.53541
4559,36665,35864,31137,20.72381
4560,11604,11939,32306,16.339163
4561,22542,3620,25218,21.172388
4562,28097,44611,6229,23.543375
4563,39052,24499,21548,19.205114
4564,46153,4114,38939,23.268517
4565,4915,16350,12802,12.42269
4566,21469,39454,13262,15.978898
4567,7979,4329,45305,24.93968
4568,742,21854,33861,9.271525
4569,12691,46273,22386,15.624344
4570,22391,9483,37517,18.030115
4571,24944,46122,11735,12.655628
4572,12810,34955,35812,18.727295
4573,44351,46313,48197,12.443544
4574,19391,23995,950,6.494119
4575,36021,29381,29549,9.42023
4576,21509,46552,21792,18.563572
4577,34613,24405,20423,13.266646
4578,10788,41769,28864,20.827627
4579,23600,39269,16897,16.350628
4580,10043,1188,8819,22.727646
4581,8577,13779,9704,21.161407
4582,41345,23025,33215,22.345585
4583,49631,32401,49885,21.1441
4584,40066,28034,7043,11.723415
4585,29225,46451,8313,8.834089
4586,10832,32523,1673,18.228899
4587,25549,25948,25664,12.068737
4588,12679,41477,10220,15.948426
4589,15989,4446,4389,12.59894
4590,7511,31488,48502,16.242016
4591,38262,33222,33489,11.496263
4592,15192,19191,40423,17.795889
4593,41205,45384,47252,15.921837
4594,47891,35083,23105,11.730582
4595,18455,14988,19425,16.603502
4596,2650,28058,25096,20.584442
4597,8706,29799,4855,18.488792
4598,32150,37123,37821,19.400639
4599,746,30620,7158,17.734154
4600,32927,14160,8202,13.684931
4601,29684,30585,7292,22.55462
4602,29285,41907,49768,6.1396112
4603,7391,27803,14043,21.205738
4604,45429,19091,21214,23.84483
4605,29239,15524,25844,14.733406
4606,38566,26003,43895,23.79901
4607,21424,42224,29360,7.57823
4608,9044,22195,34359,26.636717
4609,7577,12727,12942,10.859488
4610,24015,14915,42031,13.858027
4611,19893,38163,34167,8.809023
4612,7008,526,3700,23.733948
4613,46966,42152,33557,16.460712
4614,17667,21262,16265,20.54093
4615,7948,31827,32974,12.705383
4616,6547,47410,21788,27.035751
4617,4472,24379,1610,22.425892
4618,9210,15707,30717,19.779535
4619,6077,42747,41510,21.627287
4620,18646,14729,2511,10.28071
4621,24062,1857,17480,8.324812
4622,3294,22087,11240,20.588844
4623,27763,44461,48243,4.7257037
4624,26794,41748,40836,6.1231165
4625,19135,20223,5519,24.38154
4626,18354,17884,3346,20.857933
4627,12251,17975,6914,24.016987
4628,32833,5492,4448,17.823517
4629,16791,28002,46253,17.350252
4630,12116,22018,1433,23.124578
4631,45104,6612,23310,17.918299
4632,23024,2799,22597,10.169108
4633,43307,13020,47715,14.279121
4634,42534,36895,44329,9.953597
4635,35700,38532,20640,25.241606
4636,2820,29405,5989,24.031214
4637,28414,45027,12753,17.734385
4638,23218,31732,3633,11.284198
4639,44611,15851,36980,18.740095
4640,39086,39593,49606,19.32172
4641,16774,30373,42145,19.794563
4642,48748,31079,30124,20.860142
4643,15559,44158,49348,17.632257
4644,23215,8639,33642,28.88475
4645,34977,38880,48536,20.416811
4646,30278,13372,27108,15.434732
4647,19551,17441,38450,26.84103
4648,25177,38359,45599,23.454311
4649,43599,21073,23055,17.644732
4650,34292,40138,29878,30.68832
4651,1790,336,13235,8.851876
4652,47434,40395,17145,23.201937
4653,33604,37940,7115,18.42228
4654,10613,9693,14178,23.371038
4655,14761,25983,48457,22.46444
4656,42223,29526,46554,8.069083
4657,28975,1301,7849,18.592857
4658,11318,8318,26702,20.218273
4659,41313,29079,45401,3.1650944
4660,28194,25859,10995,9.886576
4661,34163,9040,8729,16.136662
4662,17347,2385,43081,3.9462638
4663,47289,37310,9399,10.401334
4664,31640,7587,26662,13.52274
4665,9876,44634,44496,7.3528533
4666,49481,36871,3357,28.752174
4667,35372,22005,13276,9.883427
4668,34056,6283,30168,1.2665892
4669,8444,4260,30912,12.124582
4670,17975,47940,35525,16.518381
4671,17821,5209,47765,13.918797
4672,5832,32506,46331,22.09744
4673,10525,33813,11689,12.602384
4674,23283,42888,49159,26.314629
4675,14888,22904,23932,10.841656
4676,40310,27606,25166,5.2628193
4677,7587,17114,18095,10.588817
4678,25462,46769,10974,17.434088
4679,20618,25871,5369,9.914977
4680,40377,38548,5151,24.922749
4681,8199,29537,32259,21.61696
4682,44822,14916,42973,24.167526
4683,35695,36652,2256,18.036787
4684,10572,42567,42712,20.001648
4685,18396,12781,44498,10.5093775
4686,12845,29546,27445,31.452953
4687,10182,41160,45340,16.661709
4688,29677,5703,31188,24.421415
4689,39637,9325,31235,13.241024
4690,20016,37935,3470,18.579945
4691,18440,39249,41410,13.995962
4692,31176,22284,40791,18.19624
4693,10278,12959,38008,5.2056346
4694,21361,44096,47329,20.749489
4695,28162,41013,36824,20.503746
4696,3747,38884,12991,16.495724
4697,28836,30032,44013,20.205458
4698,7951,3364,26355,15.376397
4699,15183,6324,41827,19.49248
4700,37673,1308,48719,11.816638
4701,17446,31384,32606,11.896619
4702,43509,4105,34772,22.038263
4703,48494,1282,17348,14.614584
4704,6971,21360,458,22.647493
4705,13421,5307,39282,11.186878
4706,24933,35157,370,19.190496
4707,26600,31207,15237,11.802906
4708,31061,41581,49563,26.0369
4709,47967,49428,30973,18.128193
4710,38867,6691,16021,17.23693
4711,5196,23556,13780,6.87127
4712,28798,16692,27046,20.50483
4713,31535,37805,1726,10.502325
4714,1709,35190,19271,8.213253
4715,44922,6496,14324,5.0101705
4716,20366,47386,11926,13.272396
4717,30007,41940,22814,27.336285
4718,1473,37898,34919,21.269741
4719,981,17154,38259,9.982706
4720,49241,42274,35825,10.276417
4721,14640,25671,46895,25.295128
4722,17189,44872,44454,8.935027
4723,46094,4048,45542,23.685274
4724,37987,13494,21223,28.67737
4725,12240,23608,49875,17.77745
4726,38272,49179,19488,21.350006
4727,31203,10156,18324,24.453733
4728,43271,42537,49422,19.06987
4729,43566,11489,44169,11.209481
4730,16594,42901,16376,5.70092
4731,23905,40770,41458,9.659448
4732,29902,3471,1136,18.33243
4733,18950,597,27952,12.467536
4734,12117,7646,41888,12.989338
4735,20908,44550,21452,21.556963
4736,12393,4596,45419,14.318231
4737,36017,31672,6023,7.608284
4738,37788,43213,32263,13.675901
4739,43231,41963,44346,14.284557
4740,4438,23603,13273,17.705687
4741,22524,34454,38176,18.473951
4742,39572,30804,34879,22.30421
4743,2530,5202,17864,15.987269
4744,39199,39469,12535,10.930087
4745,12781,5749,35424,22.783195
4746,19616,23902,42806,9.73351
4747,38939,17807,17413,22.039526
4748,32978,40604,8049,22.444963
4749,12632,49151,39976,27.95678
4750,36199,31067,30352,6.1840467
4751,31706,45583,43451,12.649584
4752,39082,35378,12696,21.641115
4753,23290,46991,13572,23.247417
4754,4660,42562,48061,14.778285
4755,37567,3203,15745,15.482881
4756,10113,21786,46889,19.160831
4757,10609,1576,3115,5.52037
4758,38536,32783,49684,9.173765
4759,42933,12251,21978,23.73101
4760,9061,44377,11555,9.428804
4761,25092,32833,15827,16.385077
4762,22954,38553,48753,19.350683
4763,49249,13641,27703,21.011076
4764,38935,25107,21222,2.1329699
4765,29601,16791,6447,9.952537
4766,21836,10096,45623,4.6811676
4767,35224,32430,8458,22.367718
4768,21659,7674,11498,11.476847
4769,13745,17459,2949,13.036925
4770,35079,2541,32802,8.195756
4771,10181,30167,11643,31.122234
4772,22046,14,23127,7.0687714
4773,16126,38327,28381,10.535492
4774,27386,20246,26598,23.553547
4775,49601,38315,21408,22.605295
4776,17924,43159,24968,18.381851
4777,6564,27724,11750,22.716751
4778,34139,28748,32199,9.072354
4779,24596,33384,2796,31.16371
4780,18718,43939,10219,12.236001
4781,49744,45397,9927,13.24142
4782,4502,10953,12606,10.499942
4783,40198,41345,32366,14.84264
4784,25971,42913,42608,6.7715225
4785,1022,29619,11279,7.2106624
4786,36085,24949,25747,12.855112
4787,18983,25963,8638,12.177209
4788,43336,14541,11161,17.843504
4789,28772,41555,44403,1.5532539
4790,29244,26140,27141,12.724047
4791,8928,40813,41375,14.542011
4792,34073,39931,18506,16.710987
4793,22005,27970,37458,24.074226
4794,18970,37189,37486,16.063837
4795,16973,5727,46814,25.601013
4796,14559,49682,10638,14.0530615
4797,20857,27236,17421,5.0620418
4798,12276,43411,47237,21.87462
4799,48370,3036,36040,24.525509
4800,48060,29059,33071,20.39964
4801,11123,46980,8591,20.37198
4802,348,2920,35922,11.673956
4803,9585,23538,2326,18.758755
4804,28343,5034,3392,15.477756
4805,3250,33914,9515,12.679858
4806,22738,5826,8295,1.8910123
4807,11489,42949,19582,22.00676
4808,26694,17636,23728,19.191965
4809,8225,5502,14908,9.559334
4810,13367,25056,49360,11.05394
4811,26074,32572,34663,15.523915
4812,21157,39964,32979,14.203108
4813,20055,22072,17540,14.306149
4814,14378,7834,25278,11.60278
4815,48257,9338,19949,23.426535
4816,11316,33600,30667,25.861542
4817,5527,39317,37292,3.0895846
4818,4050,33923,37006,18.117718
4819,7513,44947,10674,16.58807
4820,19750,349,15929,14.67991
4821,7892,47311,40099,20.921099
4822,48123,5350,9200,21.792938
4823,14226,38111,15428,17.805674
4824,25308,45115,31987,6.097875
4825,14436,42707,13371,15.081298
4826,12859,6692,45479,5.629035
4827,1349,42421,40324,11.555509
4828,49684,25320,32064,8.778156
4829,23297,14793,13592,15.494391
4830,5433,30722,32159,13.609546
4831,35920,36150,4674,14.981201
4832,29887,18124,31878,5.7642274
4833,11176,38717,10411,12.772269
4834,12123,9823,40838,18.225168
4835,11821,4196,6932,21.629131
4836,36009,3881,27400,11.243993
4837,45492,19152,22519,34.345364
4838,28781,28162,36960,27.671703
4839,24364,568,49199,5.307017
4840,24922,23318,33982,19.5809
4841,42405,22033,30676,15.902121
4842,24141,8988,42769,24.961832
4843,43261,33773,1007,19.856308
4844,9727,48501,7336,9.65515
4845,9423,10503,14573,19.644789
4846,39099,32941,24216,10.43402
4847,25347,14878,17289,25.53602
4848,30055,18954,17511,22.502213
4849,13068,27655,3030,21.970413
4850,30599,19775,26855,24.03249
4851,37914,39484,21077,10.189656
4852,3708,13559,35512,23.891752
4853,34497,12012,29114,23.26424
4854,45253,44452,20568,26.77096
4855,6594,35318,6299,6.2387595
4856,12791,10425,47028,18.31086
4857,6196,30712,48277,12.275792
4858,17817,3434,32504,21.423443
4859,47365,44277,688,17.715347
4860,13045,25177,13331,18.635633
4861,9338,16661,24910,13.295103
4862,44489,27639,6276,21.574587
4863,47176,4420,44176,20.706514
4864,37403,35749,47131,13.432567
4865,41461,41052,19427,17.748955
4866,39058,2769,48559,18.412346
4867,5202,26618,17236,13.316828
4868,23715,45345,33589,17.061813
4869,30684,46696,22824,10.824675
4870,9856,13282,20770,16.361412
4871,5749,23408,41365,21.862652
4872,1954,36364,26839,30.686888
4873,42019,36330,39950,17.675812
4874,47596,30329,43774,5.685289
4875,39264,34481,32422,10.676038
4876,47864,41218,37566,8.048862
4877,25759,6406,2100,20.302088
4878,571,10547,43496,12.020364
4879,28404,33576,38248,18.192654
4880,32872,16825,19933,18.161728
4881,31606,7062,34180,14.953141
4882,29440,34762,1146,23.922886
4883,8953,10687,4667,13.758015
4884,36804,41832,36833,25.01276
4885,21468,36899,40034,20.071957
4886,9840,7054,23470,11.75027
4887,27410,20445,19278,10.234709
4888,20897,42600,10429,12.592063
4889,38828,23248,42045,6.963712
4890,38299,22046,615,41.501987
4891,41739,42978,26463,11.313239
4892,11314,41250,19647,35.558437
4893,43246,13932,23750,13.246766
4894,13372,25843,21117,13.256323
4895,40447,48646,6486,27.558868
4896,41748,14874,24185,13.295379
4897,33940,33582,43621,3.6449645
4898,20774,932,28937,15.57082
4899,49535,14086,45943,14.510688
4900,827,1868,1189,14.320247
4901,48139,26032,47083,21.087942
4902,4897,38029,26774,11.4224415
4903,45351,12403,26837,6.9536867
4904,46107,2870,12852,14.361109
4905,17054,30950,15750,19.851843
4906,48905,31224,41552,23.292221
4907,42304,45187,46426,25.027563
4908,2536,43754,37063,20.05518
4909,23995,34525,4934,26.649654
4910,8836,33919,12997,9.920608
4911,22453,35426,435,14.965896
4912,40294,10541,7292,19.039183
4913,33675,25085,41394,13.648623
4914,45254,38971,1743,14.956398
4915,27380,2750,30563,20.95653
4916,6699,12167,49452,25.54976
4917,24425,26545,28821,13.637542
4918,16514,13202,48861,22.964235
4919,16811,14871,43214,23.694118
4920,30994,26028,26816,16.570553
4921,47435,49241,30747,15.891405
4922,16995,49182,7805,17.62793
4923,1003,6402,24462,2.6653337
4924,19344,5682,16094,23.724226
4925,33060,6137,26943,11.759813
4926,11808,24607,45536,9.549585
4927,29083,42019,33507,14.702569
4928,37379,19413,37230,2.8137584
4929,17441,12541,14454,21.180473
4930,8338,44753,40113,25.8219
4931,24475,25402,6473,11.46282
4932,35330,47031,37845,18.390938
4933,12190,24489,15409,23.185493
4934,41421,13412,19700,16.170433
4935,10649,42494,48173,16.305857
4936,45715,44621,21204,18.051785
4937,10638,46809,14559,14.0530615
4938,8779,23095,14424,11.12986
4939,30804,36365,38909,18.191809
4940,24379,21052,15638,10.869212
4941,17285,45762,12313,14.181088
4942,2552,30278,46605,9.689857
4943,26599,1221,38835,26.22132
4944,48553,36568,7981,17.139439
4945,16479,20853,48033,20.746105
4946,35616,5960,32595,26.147795
4947,9780,15407,5993,18.490536
4948,16115,488,4105,23.599792
4949,13314,35544,44149,28.837097
4950,20588,19584,12089,15.877292
4951,49955,22001,26964,10.927897
4952,856,36968,22760,20.284801
4953,12504,23246,9476,13.4434395
4954,47272,2639,40972,5.2102523
4955,1304,35337,33524,4.5375495
4956,38591,48916,38442,9.731152
4957,22853,35293,37873,9.9233885
4958,12369,28652,42155,27.341557
4959,28250,12079,5899,21.88054
4960,16528,35124,13471,16.48436
4961,36551,16660,1520,23.791819
4962,36568,15469,24567,18.741592
4963,37826,21284,16590,13.153494
4964,9572,23449,4563,20.50607
4965,35129,23140,1978,14.167283
4966,43301,47873,26497,18.04172
4967,26381,6144,7362,22.538155
4968,49757,10004,5233,6.0107327
4969,44884,643,49998,31.560759
4970,2713,10852,1455,11.809069
4971,5264,3144,41571,12.236191
4972,12076,24475,7609,7.573517
4973,26543,31575,23127,7.2639112
4974,2084,38782,49050,4.924156
4975,3681,4703,37924,28.403513
4976,44566,14384,48445,10.2550955
4977,31634,30813,3524,9.169306
4978,19639,16474,23638,10.258618
4979,35574,22887,7212,5.495204
4980,36460,8549,1617,17.328457
4981,7094,24758,13204,16.781155
4982,36920,28885,30173,7.1461363
4983,16702,15418,10850,23.262426
4984,8754,35720,23483,22.286226
4985,18092,36773,3506,9.742234
4986,37864,43433,1925,17.505667
4987,47745,39222,5579,23.505905
4988,47961,46400,39784,14.743825
4989,7568,44958,697,10.958718
4990,13016,10275,11986,13.557098
4991,35625,44203,47563,11.465876
4992,27554,37998,39726,8.756666
4993,11239,35580,45177,13.406086
4994,19268,5652,15178,16.897114
4995,26974,44702,39495,15.67302
4996,48766,17622,19330,18.78474
4997,37889,15096,32762,11.408219
4998,11398,17054,44771,11.668512
4999,31496,38842,1701,13.351341
5000,16066,4898,28367,11.692188
5001,19721,18389,49432,17.470448
5002,19283,15566,7167,26.31406
5003,19142,577,43594,14.2898035
5004,35389,3618,9550,1.7954478
5005,2781,40550,32653,19.530603
5006,29697,49787,14900,25.325186
5007,32781,9247,28165,14.832524
5008,20723,32423,11806,12.511104
5009,38539,45138,26711,20.00841
5010,15942,9451,5034,6.4404955
5011,19518,9210,9078,19.159792
5012,3867,3302,17760,29.038338
5013,20335,4126,45709,5.5302567
5014,15523,49008,22234,16.457064
5015,38457,28962,4183,16.340538
5016,18279,15356,31229,25.85547
5017,31427,25761,12461,19.681087
5018,31942,44181,8052,14.365189
5019,42186,38415,13353,23.791012
5020,40745,46885,23685,15.164213
5021,23556,1003,27502,7.213701
5022,21218,297,39156,28.61161
5023,43265,30493,5484,11.833882
5024,8055,26370,45818,8.394538
5025,24027,49123,7359,19.90253
5026,45195,2329,44692,12.311781
5027,49008,22178,21832,16.7501
5028,7965,21388,13975,22.103361
5029,44604,3907,34608,9.904242
5030,47436,40787,42166,7.527813
5031,43247,42665,24797,10.116412
5032,21768,31036,49686,16.247942
5033,15151,24723,4785,15.128592
5034,32845,31089,6977,6.343192
5035,39304,12916,24005,25.767406
5036,2060,24114,47391,16.378063
5037,25963,23273,33008,18.569723
5038,49204,10981,41179,19.940622
5039,45670,46558,7903,9.965358
5040,12239,256,14692,11.718828
5041,15931,2746,40121,26.697548
5042,39639,34361,34330,14.3851185
5043,28570,41808,13732,16.982946
5044,2583,25092,31296,23.698006
5045,11107,5520,9979,13.762024
5046,22006,13954,44644,23.837723
5047,35526,11907,7620,12.507791
5048,16463,28634,24776,5.9103613
5049,35910,5999,24279,4.861535
5050,1093,36577,8676,22.867773
5051,21565,45090,5918,16.153961
5052,20598,38379,6420,19.3675
5053,32290,19386,38657,19.3333
5054,1922,18225,30381,23.559746
5055,31575,42713,13069,17.986845
5056,5274,22514,24303,22.360394
5057,46989,15776,45076,15.850406
5058,17086,14813,11959,11.508277
5059,41110,21978,32586,24.63588
5060,4623,44660,4684,10.77037
5061,24535,36120,40953,22.707045
5062,32258,5784,35955,14.073906
5063,32633,26979,1947,10.098901
5064,24311,32151,3510,11.1285925
5065,20111,4256,48080,22.293785
5066,8818,3361,16881,12.592514
5067,8037,3930,5690,26.23198
5068,10571,34414,2887,20.59468
5069,35197,44622,27857,19.720285
5070,33514,5948,47986,0.46245778
5071,9113,26025,11611,18.456352
5072,13535,23778,22720,16.302021
5073,146,45253,15015,16.208624
5074,25580,4957,42078,10.756652
5075,10380,20608,4219,21.723488
5076,8569,19721,41738,3.6743176
5077,26229,44909,28060,13.341591
5078,17470,24538,27367,15.0444
5079,43903,23079,31491,17.46794
5080,33685,27043,2129,9.572809
5081,6806,11534,44565,22.525095
5082,42894,9264,25275,13.243647
5083,38476,8225,14571,7.3282084
5084,12711,25487,27694,5.5771184
5085,388,42693,22773,13.929939
5086,22714,20881,38751,16.306541
5087,15569,3091,12862,12.58123
5088,21345,7951,30458,10.884223
5089,9491,47650,4810,14.339068
5090,22700,3948,48394,14.670461
5091,8903,12323,20378,6.3297067
5092,33069,44828,19621,24.720879
5093,25443,35894,12068,14.844392
5094,15566,27742,42916,13.898721
5095,23466,156,27946,25.63633
5096,23040,4046,18168,22.844599
5097,7605,41930,27340,24.338585
5098,41381,33034,1613,12.013817
5099,43743,21884,25019,18.13116
5100,45523,6730,46080,22.178751
5101,2988,744,21570,22.918274
5102,9378,39291,30838,9.671168
5103,6144,11209,21502,20.698454
5104,47350,8506,44535,23.449293
5105,4898,32676,13051,16.04651
5106,14656,1349,34764,26.979065
5107,47068,15413,17503,19.351467
5108,17752,37757,14220,7.576498
5109,18664,37146,48381,21.279902
5110,2056,34872,31607,20.99069
5111,744,37864,34045,10.00205
5112,16759,8323,18548,9.32264
5113,19720,3343,36292,13.361924
5114,27852,23217,24550,13.968899
5115,49949,46951,1297,18.47411
5116,27848,1276,25098,19.6031
5117,3095,42210,26724,12.982297
5118,11432,28664,31174,24.764797
5119,43487,4464,42672,17.803257
5120,13558,29442,49170,14.185667
5121,9253,41775,43571,10.54779
5122,14686,17137,47431,24.11758
5123,31902,44343,41460,11.222013
5124,18432,49839,43975,16.41496
5125,2881,22022,41051,9.3974085
5126,49393,39119,44395,19.357544
5127,10385,30611,44767,9.850048
5128,21552,18939,790,38.24996
5129,44192,13601,44983,18.590878
5130,11323,6593,521,8.678264
5131,36607,8851,34138,22.580563
5132,23293,8452,6237,16.689856
5133,35008,13535,2472,23.829311
5134,398,9853,3755,18.514431
5135,10017,30751,19655,10.067958
5136,3518,1268,20444,19.933752
5137,1146,3045,32667,22.583336
5138,19739,671,32382,4.2725306
5139,37163,14276,515,12.380918
5140,26441,24109,32102,10.833321
5141,16818,41765,47604,25.228376
5142,21378,32956,10773,19.775911
5143,13726,21748,29380,14.664293
5144,39015,32927,38616,17.105736
5145,10491,27891,25017,10.085547
5146,31220,46163,23760,12.961848
5147,20021,1591,15301,5.21133
5148,12776,3185,7627,20.284367
5149,33967,4089,49884,13.641421
5150,17416,3746,5825,9.4385605
5151,5078,41617,5354,19.005293
5152,37841,22623,31829,16.638685
5153,16511,30244,49406,26.108006
5154,5777,8297,37798,7.185368
5155,6313,6806,482,8.37293
5156,21312,8858,16133,8.938968
5157,3203,49383,47017,18.743925
5158,30430,24766,24395,14.360782
5159,14262,32004,14923,13.469353
5160,28962,9674,1390,19.481123
5161,30647,9427,9365,9.523883
5162,6968,4381,9366,23.848373
5163,38735,11131,26076,4.2947154
5164,3247,25959,22056,18.244465
5165,49780,13835,20288,13.616504
5166,43220,4412,3780,20.452223
5167,10438,36513,33893,14.356761
5168,20878,43532,38266,22.052578
5169,42007,6332,16321,18.27904
5170,19196,4834,10929,19.63548
5171,22442,27824,20546,14.124326
5172,4755,40513,10948,12.377998
5173,20422,39466,363,25.690693
5174,24514,33402,3222,15.684625
5175,7592,40618,28507,20.368427
5176,44875,5885,18833,4.7258844
5177,16328,26641,32419,12.177164
5178,21068,20822,31699,15.816001
5179,41649,3233,43808,14.767931
5180,40065,45390,46148,25.853363
5181,3577,33262,37931,20.003908
5182,27604,2183,17665,25.980137
5183,15708,34502,42885,18.650871
5184,5357,20210,1330,9.72745
5185,37313,83,10207,5.740843
5186,18118,13640,22776,19.918829
5187,16202,25324,26552,17.362728
5188,26264,42570,37949,21.246809
5189,40954,47150,41443,17.721327
5190,17384,17794,25293,24.15861
5191,45093,19077,36049,17.473055
5192,4207,32510,22374,27.391985
5193,17841,49249,31689,17.994648
5194,37719,46953,2712,12.84415
5195,36769,14667,38294,12.911338
5196,25708,30251,6197,5.406837
5197,10804,9052,46010,7.335168
5198,42603,13728,48150,16.129911
5199,18367,10067,30153,17.665926
5200,40928,11758,8284,20.110134
5201,1953,13357,48549,21.385775
5202,8858,5527,13874,5.2477207
5203,15475,7520,40525,18.100603
5204,16299,20976,35989,25.235514
5205,24137,44640,24789,15.922619
5206,29495,25970,35707,25.956657
5207,15384,43373,629,10.0218935
5208,26033,45684,895,12.035475
5209,24176,27186,15228,23.243929
5210,48422,7437,31956,4.6064873
5211,44298,43365,5911,20.364584
5212,16371,33618,8725,12.865653
5213,44781,47569,25812,20.646
5214,18857,45427,18345,17.550562
5215,44859,45383,3078,5.3246875
5216,14735,27067,10145,17.346582
5217,14807,37964,17088,8.979285
5218,43368,31483,10603,5.6456113
5219,47630,24402,17523,23.226414
5220,48804,27421,48254,10.961637
5221,43073,10815,76,20.750565
5222,5070,42320,1373,17.162443
5223,30980,13885,47743,13.23218
5224,38461,44353,16188,20.14792
5225,32341,12570,48661,20.782595
5226,42265,30807,47981,27.047169
5227,49497,20305,3428,12.911602
5228,30784,5567,46313,21.900064
5229,22084,22595,34853,15.153455
5230,38955,8061,20126,39.41797
5231,24622,31320,5197,23.710737
5232,34044,8569,15737,16.797485
5233,12465,38904,36873,24.094383
5234,30023,40505,30161,19.72138
5235,29449,38736,33491,16.977423
5236,3355,10832,9145,4.8801303
5237,42310,17219,36872,16.777452
5238,28660,27124,46508,22.092394
5239,4217,14858,40914,5.485176
5240,15103,18504,27880,11.122668
5241,30382,45804,26099,22.841848
5242,38808,48850,45741,19.231258
5243,2273,14192,15909,15.261238
5244,2926,5758,18427,18.44445
5245,17379,16252,5243,24.630491
5246,23254,23372,24742,36.715027
5247,46216,29304,34731,12.900053
5248,48397,17098,41162,9.914539
5249,21582,36132,2838,24.237347
5250,35475,45261,38902,6.3081284
5251,34366,19265,4672,13.379708
5252,4256,14888,7075,18.585247
5253,1237,835,22064,22.85615
5254,2174,25781,31309,5.100049
5255,19038,18905,7784,23.857597
5256,8659,10093,12506,10.810727
5257,4226,45995,28139,22.21078
5258,2156,44781,27655,14.211924
5259,44881,49003,28053,21.065525
5260,17766,43187,45136,25.144737
5261,43293,7285,44719,17.619549
5262,25260,34013,21377,19.769966
5263,48229,36716,37155,26.812422
5264,5864,15520,12079,17.481646
5265,19043,14548,45060,1.204646
5266,37168,20214,34921,15.455076
5267,6805,15422,26561,27.013742
5268,15371,41045,4075,17.229094
5269,49406,12970,3094,21.703901
5270,8553,36144,18678,23.567856
5271,15818,1855,23452,18.699926
5272,6294,26534,27348,21.08263
5273,31490,36166,49252,18.540607
5274,26493,20359,9279,7.3478713
5275,24766,7658,29799,16.27353
5276,34903,49478,17489,14.710131
5277,12300,14990,49820,13.594096
5278,37317,39918,20258,12.468353
5279,14480,31429,39252,13.692565
5280,9292,33190,36843,24.49428
5281,34910,21752,3992,19.478874
5282,16891,11061,7981,4.796137
5283,44521,5901,26206,11.76342
5284,25433,38049,7509,21.266832
5285,16527,36849,40461,24.21808
5286,22656,48561,29372,4.2096834
5287,10019,9922,9355,14.7039385
5288,46010,4766,10804,7.335168
5289,49737,46849,20073,24.172092
5290,5371,30141,5206,18.962378
5291,7692,34509,14550,17.980812
5292,9069,28622,29525,2.489529
5293,45563,22299,10505,22.743027
5294,37844,12410,33588,19.473515
5295,35923,12603,7863,7.7126746
5296,31878,49684,29887,5.7642274
5297,47914,27105,47547,17.52027
5298,33058,16948,3531,9.258798
5299,1415,35564,6220,5.1936383
5300,46350,159,36158,22.116232
5301,26662,49927,26435,11.023778
5302,28480,20478,12025,8.1714115
5303,13469,11702,39195,24.74035
5304,22887,27632,34591,6.7308574
5305,17145,20826,2581,19.860641
5306,41495,22373,781,13.280666
5307,46800,33182,48322,3.2282174
5308,5677,46659,20797,22.487492
5309,35508,35658,3950,17.387136
5310,22634,17698,36076,10.11561
5311,41968,25126,41782,22.306593
5312,48246,15485,15117,12.756274
5313,46166,26493,10808,16.731041
5314,20238,41158,13872,12.76934
5315,28589,42157,44721,15.356661
5316,6973,36465,2651,8.464266
5317,22041,39409,11061,12.184079
5318,33813,19633,40363,22.202295
5319,30518,13464,10328,15.016649
5320,44563,24551,4992,20.547823
5321,35680,12866,49199,9.929444
5322,49339,14532,26471,13.187907
5323,5627,29715,48506,17.466444
5324,15313,22686,21624,17.752485
5325,34509,8172,31989,14.930054
5326,9591,10486,27703,7.4947248
5327,32893,25510,14712,23.19869
5328,46881,5929,7462,12.21906
5329,8748,10849,13686,16.591139
5330,1295,49162,27608,9.746769
5331,1618,13874,4652,9.660762
5332,20080,13856,34176,10.959593
5333,15493,20351,20703,4.9855747
5334,15378,41458,32439,22.275078
5335,8632,30578,47395,22.746998
5336,6504,42118,24494,11.821084
5337,39085,24067,49399,21.130146
5338,40755,49611,38985,13.832154
5339,25897,45278,709,32.647583
5340,48298,13681,2319,23.20192
5341,9066,29433,28516,18.587559
5342,8669,47701,27313,29.415974
5343,4643,30140,29144,13.400311
5344,25748,19767,29870,15.371085
5345,21838,30586,6929,19.686192
5346,46247,30466,5917,12.485812
5347,29211,9148,7105,13.417968
5348,49456,15183,25242,12.039709
5349,11961,38787,18136,16.623245
5350,6350,45011,5424,18.22108
5351,30115,38516,45952,21.561817
5352,33829,21007,4061,15.733956
5353,9007,40204,37836,15.759731
5354,23976,247,8429,24.169695
5355,12132,47444,25566,11.716208
5356,30461,26306,46329,15.051993
