query_position,target_index,target_hash,correct_source_index,shuffled_source_index,nearest_wrong_source_index,nearest_wrong_distance
990,249147,1618d5bd76d6a35ca4248ae423a1daf08badb72e19226f4d06bca8ac2e128539,249147,747717,972900,19.547705
991,7591,ed92edcb8fde580212bf192b56e2920515b52781526d7cb916b23c2d9b446f79,7591,603966,656262,6.1280785
992,183894,b51d1464304ef0ad5cded94f47605ed3cc0dea1444013d854b41d038681d8121,183894,802323,511362,20.93255
993,937613,5df8d6dbe96cfee190745521bb2029bc827b0ab798a72f2175d66ccf70d35b53,937613,488349,258216,15.164954
994,722562,e0deeeca4d9863f5f09578032106e2c640c89bce1677780a521b8243d0e772bb,722562,24324,198217,11.31155
995,805455,5a2ec707ad96007a1bc1ec3ea4618020deebfc9c0021dcc54e678979acce8329,805455,735829,629905,11.631949
996,690331,4d91059d88889a674ca6de5ac2a3ef917b917e5a651b14567b940f15deeeb64d,690331,719999,589616,20.189074
997,913212,8a8a041848c69d1edd910dbdc86b025099445c39e2c5b9eb768118791dd34dcc,913212,978880,177,21.483994
998,298589,c81be98e1b3e05da3294e3afb0c28d8990f5f36d6e1de07da7bc270391f91805,298589,501894,872533,21.714169
999,928406,646a715bbcf0b10445b10e6ee87e96fec57096cf3dcf86a855c887a5a0ed559e,928406,907409,486716,17.190695
1000,29810,667b661918addcda941a9cdb0729769a910cabd9fc9134b54abc46cde5b81637,29810,609879,765982,25.161074
1001,488599,fc94dee41fae0ff7b15af142226111cf462197437374667012b42b5ccdc713d1,488599,92421,965978,16.243155
1002,20505,3cea6b1523c8f183c78c8ddc90b0375efd76d9558ea1d3f689a4098d8a00472f,20505,846769,195151,22.320398
1003,667336,b5e460ef8c977a1125713f68e8a22f15ef5dc5afd7a9f0a75c8586ea2ea125fd,667336,294467,227363,27.488464
1004,103379,c11401b282a457d391f78dcd8f919be8809b8b7829c503af2b13e1f739d9248d,103379,286953,882500,25.632498
1005,248264,438791fee2189e70a5988dbc60d44a50bc0206f436f4d0388c868bbfc028d765,248264,542255,247530,13.812262
1006,635558,392d64ba48c0cee88041482b2f23cc2ae8e1684f151208bc05039f744b65995e,635558,749101,868127,14.168709
1007,239102,b0a98532ad4215a63c640eea0f76e0708aca7fd57b7415cc64eabea6ef1002d8,239102,834177,943500,23.442884
1008,677476,7f6f3235446fffd7b28baafe6079d135fcdfa85777efc8604b691aab1669e01c,677476,897423,307867,20.704514
1009,554711,ff1a9276947ff1e6ed31384f918829811abe4061e8361edfa210c5720a817456,554711,898636,310049,22.685621
1010,371257,78a2d3db73d66e6ccb2c5cf642b93d0d221942fcf121359aeef89374d76883e1,371257,552296,373110,11.5035925
1011,348215,9d2de726590e67d7ebe3fabe78c2d67f6a99bef118697f622554a51741e1f910,348215,14063,192791,28.720926
1012,542102,308edc5f89b8d1c8d1f867ee026e412a9fb001376b9a7af72fdd44569d5b32fe,542102,944457,483814,30.045074
1013,762193,bc8c2b1691132dc5fb4bdfba905f3c58a29d9d076983398ee23e91444adf9ea2,762193,302680,92477,23.877743
1014,383519,8b0b03c2713f7b65296deceacbb6937e539eb9ecf74dffce2209ae997f845f43,383519,664080,790045,30.851707
1015,463454,ee1c27892ec1e07bcf79f155eafd32b91fbe4db2eede905bf841ed82eb5493cb,463454,603702,556510,11.103473
1016,769083,def8e69bb6ca5861ae54efa260873f4bfbb53f0ace1a1c9e7238a30c1263e27f,769083,415681,854678,28.864378
1017,931154,b015a739e89ba9ebd2742392cb097160eaa2efc43c19b5186edc0fb7d22afc18,931154,604404,230409,23.320772
1018,640919,de330842af2e371534a757a14123372c5642a144a40783cb8635823db40296ee,640919,187763,708691,20.000769
1019,840135,6b9e09c42314ba87dd1b8c78e3bf335accf9e72bfe7d965eacf510e0e41e8c34,840135,884760,410238,20.146385
1020,362219,0a110f026fc370ca93c2be4427cd01bdd022f5e70140d733425383d751f6821d,362219,353785,552022,14.105394
1021,144455,35bd9471d89cb011487a5552d85a35df3ed9e5b4f4ae34e0a91fd4373f996e25,144455,473288,270231,19.829695
1022,795286,43f1701ec92815e7b9b60b4fafc7a1e168771406ceb957a84949b5769150e059,795286,484159,339511,21.700785
1023,322374,9f71ec602642529eff67210f0fe19547e94fbb94ca2e575f05c8f88e2ccfdd2e,322374,886411,343514,21.21283
1024,926641,d2b7c8e40c93ec710bcb56308de22cf5752dd5afad4b59a5e8943f87077cbfdc,926641,936084,539916,24.0753
1025,309103,a959385f0933baf276bff2f1478aecd021d0257b1c2dd1fd7e59a725f7169ad0,309103,845912,863459,22.633272
1026,606095,16763fe67658b6e5ba044d77228d72698e79c8084165b8bb0c945b48ac073fa2,606095,989139,891358,23.12199
1027,614250,36c8e94e00d2e7f6f87f5fb49042c0677fc1c1e1cd942c991d85b39f76ed7530,614250,508901,525898,22.572178
1028,261863,b9c46a5a7e0bdead4e1afb1347c671863b11964eaa71ace61b7052f7d085c440,261863,898883,63055,15.878633
1029,634099,f61dcfca1443dcf0fd002890b386febcc6935ba44348a486414b5f8990e636ba,634099,269985,240862,19.131094
1030,549803,cc68279fdcdf3958ac44f36b1c7f4a441a7c412a6489cb16cca4517db416a98d,549803,35227,50209,25.786018
1031,124564,98cce4b4577bc8e5ea8832ead0197f5618db678f2e87215878319d73e11659f0,124564,549274,68096,24.595615
1032,932741,8bad974a5219d3c41e0e7c429c4c3c776fe8efc664f7023eca22d30b22f01506,932741,364400,935580,17.998274
1033,809790,6afa994ea6749359a4d905c172d2e63c8f2db893af2e42ab179626dd1ef0e942,809790,925762,811690,20.806402
1034,61606,8f55a8f2229570648e08f6d74b8de73eeadb384313ca2cbcdad86804615bfc7d,61606,551715,904100,25.245712
1035,774071,a796e5c12be2567a04d4af9b410e9993ecd7bd1fb8305e86276836743f49dbf4,774071,809551,742990,19.92903
1036,286953,02f65ffea8fde1b453ffb9223ed391fb0cade0d336bbae46e4f128bdb3cf3e3e,286953,729084,116753,10.774556
1037,702038,ece0e9eff5abb39c001ac12fddd0dce1435fa9c79c412cd66fcdcc7eae3c339f,702038,164540,700147,15.71783
1038,865587,f5373178cdd5f9092839d004de9b262cb510a4c0ff1005ae327fde17b4c529af,865587,698127,58273,23.431515
1039,533039,befaeeab6bb609688ab08580403f6ed03a2b02e9b7fe3fbcb20b3fc749e5dea2,533039,66271,712567,28.41675
1040,113370,154a8fd325b769f6a09a6451ca2f3f4d7b053d148cba03766ac3ac10dd85972b,113370,89738,214950,28.079233
1041,601775,9de0be80f4ad74678afcc76e857b0bfa07e22c5e9c0c30e75b755c55d082f10c,601775,615915,145401,15.282824
1042,931304,e767bc00a7fa4ee686882772de1cc2bbc8aeaeb7d9272c2d234c11b02f0a1f5c,931304,716966,512017,23.938398
1043,467252,0901394bb082a64b141324033da9cb19581aa8a78f246c8e5db635626cdd4a89,467252,335686,982619,20.556067
1044,475461,5998b8fc3818ced7d55a592ae0ffd2c1e86422a2185e83a890c6c1e35da4d8d6,475461,47891,954453,21.3113
1045,515069,fdc09c5f4109d18f7cf42dd988eacff3cf37d26c429aa6823291704796fe051e,515069,633291,162598,21.739895
1046,115600,d979a729ed09e742d63ebc516a0f494699a0b9b34e918a2f44b9fd388c1ac062,115600,759356,56913,12.3603525
1047,195975,ead0971c9df4b87c4fa335f671b904951236c365da7b857b47586425fa6f2f6a,195975,773638,601860,24.851847
1048,968812,1ad89623f98196e117464f8e9065a3c6231ab3668940f4da75392aa52bec9bb3,968812,613829,879144,19.149015
1049,208875,94d5a86517bc81d7e67d01d9adad407ee8f53160d283b23b73763938ffc93b66,208875,999927,636557,13.044601
1050,41352,e70e11edcc35485dd8090ea477f51bbd101e593132f4f95076cfded078e5d98a,41352,618778,313424,18.898672
1051,67667,d85c244252d05c4425b161a1f44bc52430b1b5aefc771c437d7815fb2f1be3fd,67667,947169,674642,37.825718
1052,858396,f173563f4ea11f54a2631b39ae1f0e12e36e6b88acfc9e6afe7dde6c38f55939,858396,364682,843794,20.839352
1053,542255,d94ddcd1fecf5001d7919b8b0f585c3bc97262201b4c7c33a206e683e97ecf73,542255,585403,901012,17.96447
1054,179323,00748f7f8bd6957d9746029937f848f89c9ad67f50533f7fe4a7bec940a8e3b9,179323,731205,178819,15.145317
1055,818020,8bcd02e2273fea808f7f9a8788d1130a5181b9acb826f8d205b0f74adbe7abbf,818020,866919,91740,23.059298
1056,739717,505e37918469c75c1d9428f783ac5bacf3b785ccde418aca409286c9ba3ca00d,739717,762274,73033,12.837519
1057,156654,c9961d4623b54184da41383fa869f8d137470e009e77cf3c9e3366f542ce5077,156654,666613,613627,18.834057
1058,948523,4f6060a4be6d0207c92f9dea48486c2d8f4355ead34cde7019f44856b994dbe2,948523,717233,602368,13.525281
1059,802323,7c8b1cb94cedfe35a74d20e2871c85e1b9fafd0385c0d265c447918659b7a27e,802323,596685,479275,19.044971
1060,886058,25ab753a6209172866ad8036de484c1b7feb2893ca47b981e08f7d44cca5c1d2,886058,213005,884147,17.791853
1061,649915,74d2f2a2a1de9c850a7e1272fc931a5fc70eb693188eb7e953c0b1a7b22c76c9,649915,879413,442782,19.883884
1062,842084,416a5050a96ee8dee43327fff02992623519f35c650497e2df45f9adb0b449d7,842084,727211,903728,21.118967
1063,310569,cf1ca6944bc8066eb0129cb0df73405110cd6da85a7ec63369081f2b645ffb77,310569,615810,583678,21.883785
1064,306777,cfcb6ee15344784b7ed0be72926e0b54ce1370a13212ff079a8c3cf10be3ce1a,306777,793811,130565,16.830648
1065,336787,e17c522c5fb7b8bf83486ccfcac6a29225b7975198d8aa1238d44b88dd6d96e2,336787,933603,165508,18.782137
1066,420817,b58966b51a56f8a4b348d64de09f40bac5a75d022e293b879d1264d5d933167d,420817,285280,872144,36.63793
1067,32297,f47a2dd3ab2e45f2792828f2ce3f67c482b471600e53793cc50bf4b0f0d59c24,32297,7333,734052,22.900917
1068,687672,a55d33c26141a38d7a0fe135b5a41fd5c3dcb6b4af58fc87ea9a8edab9c35206,687672,674414,544219,25.172724
1069,243229,36632e46456340b6e3d187a38f5e2a2d670b42d41950280002e4b5a4745c3491,243229,257621,556654,11.03396
1070,27617,8a9c7b735db7b2fc0150d5a971485ef5013771c9ca2697fbb20b502af08a9387,27617,795978,631050,11.961006
1071,789119,c8856308a8d8eab6bb8afc413716431d6c53f9174818d1c6635e36cbb97439b2,789119,735678,389060,19.87098
1072,808888,94b33f813f5ee1677dc568ab1088f2fa3b2bb839e9f83c39fbe0bd1cade8e650,808888,692073,154701,17.79982
1073,8425,7335f51f22a50b20d68583483ff4bd0ad7ee0cff6d78426298771057a6a32551,8425,891943,209171,31.135572
1074,332630,fc98e316727548e699dfa4f01704165a3678a9745c3819d899b474351770a872,332630,806149,135065,29.698292
1075,261833,09e003b79dfeb152fa0eb91e4d099874218654e8bccd0a3003caa2e6a0352739,261833,831763,487720,22.448118
1076,504582,f5ce3da64e9e81bc4b29cff361260fb6f79869f3d8d3bf500fd478202003bd8e,504582,857658,625777,22.454922
1077,189314,0c780d70450c4b12f16da6d9b0e7cac9a3ca6832276c27c832420a6e822e9da0,189314,932782,755541,26.032742
1078,677215,9c815fcdc3f7c7700c9bf8364e57ada19eb622b5f3f39c572bbab7b44cc49c24,677215,81443,707685,21.286592
1079,247887,f154547bdd63afc953d60881d78882e1ded685a2b9c32c9240225ba7bf26f087,247887,606227,79577,22.138544
1080,122422,2a5941537eb636f252e0a9db47a82f212093651cf5cead441ef7e89c6528ddb5,122422,662559,125319,22.580183
1081,603966,b17cdf93560fb1636d10979948d35fdfc85c1d4b7b595e88dab824c48533fccc,603966,659705,629784,21.38691
1082,564114,16bb770a9d08d0d18be498ae278a5056073b828dbee14a118fd6131f1f5337e6,564114,382873,185085,24.65619
1083,3004,ae24af9658c7397665145ecc51365bfc8110fb52be031a8a9c24432cc082761b,3004,533067,595872,19.891146
1084,971129,181f355d4568ebc1a9088319ea79c900b12c5515a7512d84fbc28e196fc74595,971129,111202,245256,13.691379
1085,578255,5d1976ae2d3a36afface70fc3525e002710db64014237c00cc84826fd2263bba,578255,655520,899103,12.866241
1086,947169,26ad947a055cf97e198d5cbfc77dd7e7002c10d16ca2a73fcc516ee6429657c1,947169,704872,945712,19.170137
1087,580604,4b89571fe5011c3ba5806e8d889935c4758f37af4bbece44a980668f5e60435b,580604,139214,210972,16.48296
1088,822266,367ce10b863e6b8e2abae444f6dde0a1a8b94d2c9578af61106981382272c6ad,822266,101048,254181,15.973245
1089,549294,24a34d94aac70728574be2ad857429d18d14211c4a79942543a3e12005232807,549294,571547,543315,20.402367
1090,112150,c3f11f8a1a2d32c805eb2c3d90d113bc994049b77efb98e0c554923c6e0765df,112150,554711,298437,22.49832
1091,426274,2f67920679e07cbb0be935690a4c1cb13aaa0a09b65e62210791aedf353c7321,426274,620171,293872,25.355219
1092,629615,9c35e6276e5858db4fb14dfd191ab8b784f037701454dcafd90d9978040e65f3,629615,299352,720368,19.132303
1093,597973,887ab0b92208dcd488e0dd30d988ba95f077ad470f7a3ea5669aa21ca72538ec,597973,373772,555428,25.345655
1094,991554,1f25b3b2f384b5c3c41776f78f50af00a67b03a5c9eaefb340fd391d754c961d,991554,815966,822407,22.92145
1095,670378,60aade0cdfa07e953569a7a01a5a7630fb72c1a37d73d00d8d4ab4d574f97839,670378,814148,934336,23.840284
1096,883668,a5daca02aa693538ae4d0addc0d63b0e7f7a3e24dcce308e737a1058d844c63b,883668,164836,297018,9.453306
1097,8340,4da5cd0d894dd79a986a0d3717099fd040d03f67d87888cc3d1679e4e2981110,8340,182457,274682,20.792925
1098,136181,0da0f30af359d7b7a50e29ff8dfc89848ebd0c88dcde377754aa3eac8e870752,136181,655516,21526,13.368304
1099,689071,8b7bcba906a0ffdfc29e1b9b91cb0d216470ecaac63d033470d01afa6175f049,689071,373508,16042,15.668163
1100,477901,f62090fa6a213cdae1d59919429e9c794a5cd8a692b8f0594d248cd0c7c5dfe5,477901,981913,464921,12.794347
1101,643597,a0ca7c02d93d2d4ad03aa3a599ff50f070534f684497bec220a617e6f4396f05,643597,975207,642573,27.12067
1102,454112,772999cd4221dfbf273fd8f1e71c711e6934debe2a8e39df8cb98acae82cb66f,454112,462013,516718,23.090626
1103,982411,f94bd8728a2a80510659fce015addad4d03e6afbcfd5a72b333c15d766bde12d,982411,130194,372956,23.972643
1104,914054,13c87ef2c33e5e0902669e95c601e61c3510f84e3f7fe329cd45c1ec63d2ce83,914054,135966,750535,14.921196
1105,196916,0b396e427bedee83575e6d58c409a3350a16a680537a361ae3b91d7dd9432bb7,196916,995386,937106,26.67824
1106,615141,67887dac5916dd743688c7da45be0efcf7fc84222adf166e3ca2bc5a20db6814,615141,535371,402090,17.858349
1107,593875,7e4f81d9e37568dfaced6122c8fd80f81bf5b6ac06d6fe1f39ed35b00d14a40f,593875,432959,663983,19.158573
1108,34420,520e0bf05572efccea174c39862b27c7e54f9faf9de467c3acffd2a431432f8e,34420,499911,38540,17.296988
1109,227633,fc15f423ad950b1cd947b172dd64153bf6870ac43d7fe9ca402f96983fe73a7e,227633,311983,537056,17.241669
1110,177656,3eeb9a59fc6fa135bf9b50d5ec169e133c5df15675ed9def19c33208ccd4ec70,177656,564832,681835,19.607931
1111,809038,ccc518857083e792d74233b2f3af906979435db39b59d81e01da1ba33bd8b016,809038,319702,484160,15.280874
1112,241784,4f1aa8f3f8bcb6ba34615dd479e6c19363150aaa7cab9e1451e54b81acef03c2,241784,997747,495173,23.549036
1113,562272,7b4851632ea4d8e82f1fb19c3a538f4d7b85f7bdd55bc7f4e9f31044669f1556,562272,196474,499232,17.402182
1114,266576,952602dd6d2da754c5ac5faf565e7bda2e2494f2ed81cd6a794cc4e4adc2d890,266576,953333,414904,16.146233
1115,81172,6acc8c05cb542ec198033a6b402ffcc3b30c1b66f35e0e50714cc2719a24ed41,81172,381111,213027,19.64717
1116,504732,4e724aa6488ff5ab52e621b781e36a697eca03969bc778e28d1d00c596c7bcc3,504732,767729,963014,27.011343
1117,153657,7c6ac9ed1402fa3b5fef609dd7098d1c36c7dbe6b2e0279d09394b8d7358e470,153657,855920,962407,20.610815
1118,328097,1df729cc93445522d20f88d2395da1c41078fdffe084c94545ef5e1c19049d2b,328097,221231,487328,29.150673
1119,204784,1d900963f605f5bc5f204fa6e97bd5fa78f15cf1cb3c251aee46ea43064c77e3,204784,661052,302476,22.015032
1120,831221,b6c3fb01127692ef53b847d17cecb5daaae83e96324d8336ce350bfae6a8a369,831221,294856,828402,19.132126
1121,245777,1c722de9ecab1e4845f12348cd4c15720fbd563138bd882f1a663bd4bfb4e5ae,245777,332767,197426,25.94696
1122,415756,f2995def0ed184efc32f57660c179b73aa95c480001c167752541cf55d58135a,415756,171007,178239,23.186642
1123,975207,0cd5015a2a8d9c814114d385b5bbf37de571cd655a87252812c2e08c48f4e43e,975207,249026,391254,18.836988
1124,627454,ed58da0b79b64231089c7684093bfe8c157c572000254bd11abe6bed4295adfe,627454,737609,769774,22.138102
1125,437127,9dd64ecff8dd732b1a324490eecb8715ab8c77ff6a31621189bdc8cd0f29003a,437127,561166,634097,23.96819
1126,602368,967256b8f5fbd320f5cb2ece7773adc621ea6fb10ba89fdd4edc93c2aeac65c8,602368,649968,948523,13.525281
1127,278393,dde5ac21fb409eb9608d9e287c5307ce92a67a59f00eb2ab6d3d11d7853d7b60,278393,600057,452478,19.758509
1128,211156,4e6f67a65a54b8228137f9253f6bb94c2171bf65d09a0dce9d5472c4bbcf4443,211156,357425,435502,17.794708
1129,850191,e92b5e40261a9e4d9c2a362bb47604df629214245d17a08d830656b7f6d1470f,850191,300817,583506,15.932559
1130,554600,aee43ba1b66b17d9caa403029963ae969d97756dc9d492bf89797e6f806fcc26,554600,440527,960982,16.562412
1131,42987,4cf8b548eb10f13912ad6f30c73a4dbb6598f590718846668aca3982cf39449c,42987,357079,397092,21.776186
1132,2297,cbbfd4d9d12737bcd53808ebaa44f32f8a33f52e679950dfab11b3df2e072aa0,2297,908405,574648,25.39089
1133,635433,b4320ec6cec71bce11fc6f626dcb6a443c43eedb97339fea6f6fcac43c0d65d2,635433,844047,994447,15.915357
1134,717233,e955073f9b076e6837a9da069f44670eec5c5879e13dfcdabc7653925d4a569a,717233,330545,151081,17.777693
1135,834177,cf8f93cd70e14a722dddce0a4e5c63c1c5a5bee9680d82efea1bed7070657fdc,834177,333174,67466,20.72695
1136,834208,cd27d6ddda7d6aa1ad3b757a9d87aceae38ac1a68ca7e8f6a8a2bc1daff7491a,834208,334840,416264,23.505558
1137,151475,9fe172cc731d640485e8387b8f53d4e176ed1d35dddaedfecb1715c2e431ba41,151475,371510,887433,25.059732
1138,150441,631fe1a264c11900a7c8706c3c81cf349b699446b9ef793511dfdd2e1f8bff1f,150441,201840,825950,20.616867
1139,678809,f642b493b751bd7218aae43cca4b929d4bc8f54a5dab33d6459112bd663a246d,678809,649915,144483,23.584229
1140,32175,d9fae47351073c43812eb35ad073e2e893e626b89fd1fe10ba90240777accadf,32175,372810,245822,21.098518
1141,460489,590715ee7cd9f92b7bd0f56e19eb1f6e89eea29d4595e4a0e1f22832665d981e,460489,933050,459977,20.816547
1142,98081,8276134d381be46bc4bbc54c0fbc73ed48bca791780fe79707261319b27f181f,98081,594660,26543,24.01841
1143,988401,0ae1525ca4d109ca833bf4b3044c12fab21a4d3f109038a271380d661404fc6d,988401,627454,964170,20.394117
1144,921833,e88f3340427d751e35d6fe3fe3b1e3e3a8d1bca2d28e138e32108d95b6e7581c,921833,965206,27812,12.69383
1145,316732,d58be31c53b9d0485a4995dd4dbebe1a395105ecb56e50f5bbfcf5237c18641b,316732,198568,598992,13.434211
1146,704872,c5db871522e3cc3d3871e1d2020b373b6e900714ac93dfaa56b7c7e72e8dc820,704872,58124,702032,23.920937
1147,452646,98797d66ee40b4e569bdc7c4b35f915631f5235b35878401c9f826882a38aab9,452646,221300,298435,28.177858
1148,445888,4ac5c477079a525a2f7368809a8b83a3632d560a1d54352efe75e78939031aa0,445888,709844,342757,21.419857
1149,420863,fb8ad254702b4c4cec603eafb14f6a015a689a40c718aa4668404d0e855ae12b,420863,596241,773225,24.704489
1150,795007,95e01efa912d809f396f89d943a94837ddbb5f509d46595ac88270da4d810184,795007,854383,937920,18.034168
1151,962788,a6a860a2abb0c2c52c48e2613618210810ba6f87aaecfb745abbecfe1a713d30,962788,169151,899384,17.2335
1152,175267,a408c0651308529d9cb81d9b7e476d6b554b9d93fd08aafa76086d74cf345c63,175267,751608,575697,25.063896
1153,553317,f18ac026ff18eafd6023a8809c2d5a969b18565d8ec4d2ab9b7f31a7d33b7c9f,553317,254626,519353,11.656502
1154,487531,24a060fddfeca29b0989bf6093ad03c8cc1d4cc18ccc769c0c9f4ae7e3892ea3,487531,870640,213970,23.137096
1155,696049,83b4ed940435483d02ae8b93fdf1b219188806286f8e02dac8802dc886fac1ae,696049,414369,261193,23.102901
1156,208005,89e454dd48c69c601e023a86d1c89ee13397d83da5aa32ed9f508469cf84595b,208005,196533,458495,30.374372
1157,715932,06572c66d559e261758f534f86943884e60d9bb26ef06595e7324206070c04ca,715932,227336,404079,12.142042
1158,51144,5f2e4226d4f7773f6b2aa8cde959cf05b425bb56eb0991a67ef0f0c385f00cb7,51144,329240,788040,24.92086
1159,47084,119e37a1bc6dd9e4382f3339325e7a96a4eebc69e9657ccbaba8fc68cf0fc989,47084,58660,363607,23.585615
1160,373553,e69513d8202d16292d2d93756b178cdaff14bfbf8091fcb04ddf8a5a802e115b,373553,987624,714378,17.625616
1161,697806,f5537bdae8b504f958c4d38dccc667c659926d93682f37ae7b136417d3c08215,697806,721374,315367,24.837082
1162,960867,7e64afe05ad3b08ccb04c776500670c68d5735c353a58ea66123233b201b4aa3,960867,87899,25969,15.985906
1163,886539,c17fa4192de5fe54261e005015df53009dfdfea9d4f1034a72432da566c12cad,886539,111349,640500,21.438223
1164,506241,d125edbe4aa312510e355c272e409d101c121684856b197792bb9f9eb2a95ce9,506241,147952,504585,4.7406363
1165,807598,1a748e402bb3dc563f473cf539c08ef4a6ed9c35879a9628c5cfe2a077d7b684,807598,812942,972586,23.337349
1166,54355,62aca9f9562d668e67ec1e4bb50dfae278ae28a37ec71054a9291dd73385071e,54355,713460,377360,16.011951
1167,638027,390de15ee534d2fe1ab0364d92baa42a28a592729b450985c0a2774c52fc974b,638027,307983,657190,11.851519
1168,519020,55e920cd9fdb0aba0bcf412fc561b871775d5a82dbf64bd4ddae3c54fb3e154c,519020,581475,57722,21.354538
1169,280909,df326a14d755750e662b97f6d8f8d806fa5bc6835bb88cc90beffdf05cb2385e,280909,588514,940715,18.140474
1170,991061,8074b226b700d9f86a7887cb078d5cf962472cb9ffe9d9d2d70c020659b33130,991061,57134,539238,19.56227
1171,874208,f6fdb34bf082d86198cc47299cd7c0e902fd938dc34450081e7a5a83ad40bc60,874208,569050,527022,12.18004
1172,382873,662e15f19358f05c790f89747f25043ff0a824651481477e8bd91b77f3baedfa,382873,327951,92808,18.735308
1173,478824,fee73deff433d4254c27829181a65685a9f90ea1958bd0f2bdd7b5dca4b8d261,478824,127,110805,20.687647
1174,363590,5c88e27b511cc8ea2be50e52394736e81acb07a8bf2e3051bc50931258114f74,363590,938326,838528,16.861593
1175,746511,ea45b4fe81c36c4cbfc22e0ef1d9a5a23af274a4a2ecba9b4c02a4c4f0056460,746511,313175,249207,17.49433
1176,105844,3452f20c6cb2641cc11ab4cec1ed0f54af398d4c9e7e939d68e5978c2a689e3f,105844,582030,731255,23.50551
1177,263005,96961be94dafc64829699ada8f69bd34eeac195ab8abc02cee5b2d4fdacc3e2e,263005,715864,683144,18.431295
1178,68138,1a4914620be38f8fdf61364888f78baca74c456f08ed6a3f75c4e0c6b10f0557,68138,958770,173572,25.123081
1179,860392,91049cf29766b2bce880667af68e96b91d4dff58babd829860df9a3e42299778,860392,761107,325359,16.245327
1180,522247,6961fd521d635b4abbb78ac7a2fa9b496582bb6db76f0de89c351f5c958cf8d7,522247,826301,972020,17.444086
1181,462601,fea1d3fdb8226dfe24f8b04d20b7a93195fd094e0f517e63f5ab4aeb3463afc5,462601,815381,575725,19.283476
1182,730965,49b02dd5cf98c7ff3090adb0a6ce5703ef742522549d458ab5875afd465f970e,730965,444849,294400,19.452614
1183,383297,9c44df77d84a3ddd9cbf234130454dae245275af10251b541a4e7f13a06572c8,383297,32175,300867,21.242565
1184,172092,3bf57de25eecc824bb1120fbe2b96a3cf2b2c7c4e1cd987ed6a4b12c8445802c,172092,901521,138135,25.038792
1185,288454,b06e7fd9c4be9ef9da67a8e8a99e70111e56f516d74b2f1d1b52b7a2d87e4af8,288454,299621,938127,16.364008
1186,148032,a4d205abbddeca052b7e98fe6d0936c585811438a35c2cc1b89347a9863a7714,148032,925852,745984,18.408504
1187,386824,8003c81d386703414e12b150d620635a6ebf59a9306fd4beab4cc2c42b5eaaa1,386824,68546,897842,12.981729
1188,910384,cfd67ad03c2bbb6f01825ca90acb303eccb8fa643269d9e1c7bf4e3865511eac,910384,677215,692204,20.713783
1189,761875,9bec060e151290ea82995eb694be86943061ac702d0d824b9b196dcaac4d6f23,761875,784012,785360,26.021313
1190,915611,a7805b385ac4fd46c4df82e4b8b81c7bea08d19fd815926be8e69f839ecfb9ea,915611,581390,358816,23.991474
1191,794824,2e0f325a86be95728174173df2b0e76a18d3b681c18136da4ab802a8dd4b4f38,794824,835719,577070,9.336366
1192,194203,52909825a543c1f8ac8e904ea066e40657c8d7a988ca6aa7a83c8542257df534,194203,788029,332639,27.566862
1193,598220,eba0f67d6d8e180d6767d0d30ea693e08d2180ab2189e640c1c28e6bda5ac212,598220,337125,384516,25.196106
1194,333022,2034567898674188a480435c33b198e61f0f99210504aed7a3dbdadee53a7fa8,333022,55292,332855,19.343132
1195,806452,70abe9b102ee59e8f047680bb1b7f28c7ffd36adaaf3481162760a729f3b608d,806452,267902,812207,14.752971
1196,404072,1d96e3c0c6a8dd40ca73c6984f01dc9c8ed5e9dbdf90ea921d29201066d02ea7,404072,94719,407114,13.824501
1197,575160,8ac40c86239f69dc88df8454692002650ace3438b844b3c2b362c1da598bc62d,575160,34616,920655,17.631838
1198,379020,76bd9e4101a384715a819ba34792e31289808eb45b57c8cf70b8ecc727b0a804,379020,260141,44878,21.734358
1199,413,f63534638bb06842e2149363f545a00b83d21084f356a7a39e5a7c6cedcdf2aa,413,130039,120426,15.8151245
1200,764770,f91bc5f02965fc9dc240439f8ef7fdeb3f562f8cc04843a343336bd31afcb9ef,764770,172956,892259,23.520365
1201,718484,16577813ae8b789dc94b6e0b4132b2d39d41c830e46044836c1a0e7978c7ad31,718484,624007,541066,26.68101
1202,732838,c73530ef1fdc735c5ca0979a12ba184bd1cb46016ffca1f002a1935c784623ca,732838,87646,630397,29.961397
1203,150778,420b415bb8a820c84e9a6cb88358c82ff6fdeb91e9ecdb2bf5a5117c7b320fdc,150778,19486,798997,29.946432
1204,19118,172cd6543df9b6ae3a19218b94aeb41b9b262724463fb9352891ca691c60daa7,19118,991554,963982,16.438927
1205,351998,33b21f1c94b00fdbb1c21f7935418eb862dd8cbc6f0d6f6db8abb141a9df0dbd,351998,221379,298437,17.906914
1206,450693,30e9c087602813409c0f25245972357b0890b0c8a724f16e8f8d778eb25cd182,450693,709077,768370,18.629162
1207,925172,cb09b8a5ba401c7281e6236491de7b3acfeba7964ded3c5b4439a72304ad03c3,925172,834989,56997,24.156532
1208,151834,b68b385e61dc23ad3f166009f1aa15988bc3b72fa5f1fcfb74d51e3e4ac120b4,151834,825583,79208,21.97681
1209,418351,8b32421b11ce7fb7ec2b92459b68e27418e54a8433cc5efd66e15a4ffd1a3ddc,418351,809776,595079,21.333462
1210,978880,8eeba1653100cf96e0b4c27ea521e12f3eafc465d0e860eb2a55f24ce00e14ee,978880,971129,472108,24.13454
